crop_name,adm_id,date,fpar
maize,MX01,20010101,23.065
maize,MX02,20010101,36.259
maize,MX03,20010101,21.559
maize,MX04,20010101,71.962
maize,MX05,20010101,26.023
maize,MX06,20010101,46.342
maize,MX07,20010101,42.425
maize,MX08,20010101,15.082
maize,MX09,20010101,21.091
maize,MX10,20010101,18.173
maize,MX11,20010101,23.689
maize,MX12,20010101,32.843
maize,MX13,20010101,28.453
maize,MX14,20010101,26.961
maize,MX15,20010101,23.683
maize,MX16,20010101,28.049
maize,MX17,20010101,28.741
maize,MX18,20010101,47.712
maize,MX19,20010101,29.024
maize,MX20,20010101,45.465
maize,MX21,20010101,24.033
maize,MX22,20010101,27.769
maize,MX23,20010101,85.214
maize,MX24,20010101,34.154
maize,MX25,20010101,43.58
maize,MX26,20010101,33.113
maize,MX27,20010101,59.981
maize,MX28,20010101,34.689
maize,MX29,20010101,18.1
maize,MX30,20010101,53.412
maize,MX31,20010101,70.983
maize,MX32,20010101,18.79
maize,MX01,20010111,22.906
maize,MX02,20010111,39.882
maize,MX03,20010111,21.499
maize,MX04,20010111,70.045
maize,MX05,20010111,25.102
maize,MX06,20010111,44.44
maize,MX07,20010111,40.684
maize,MX08,20010111,14.901
maize,MX09,20010111,20.186
maize,MX10,20010111,17.882
maize,MX11,20010111,25.063
maize,MX12,20010111,32.13
maize,MX13,20010111,28.206
maize,MX14,20010111,26.023
maize,MX15,20010111,22.601
maize,MX16,20010111,28.031
maize,MX17,20010111,27.392
maize,MX18,20010111,47.415
maize,MX19,20010111,27.767
maize,MX20,20010111,44.089
maize,MX21,20010111,23.008
maize,MX22,20010111,28.298
maize,MX23,20010111,84.682
maize,MX24,20010111,32.799
maize,MX25,20010111,46.713
maize,MX26,20010111,37.082
maize,MX27,20010111,59.911
maize,MX28,20010111,33.211
maize,MX29,20010111,17.511
maize,MX30,20010111,50.638
maize,MX31,20010111,68.312
maize,MX32,20010111,18.129
maize,MX01,20010121,22.789
maize,MX02,20010121,43.726
maize,MX03,20010121,21.552
maize,MX04,20010121,68.12
maize,MX05,20010121,24.835
maize,MX06,20010121,42.655
maize,MX07,20010121,39.345
maize,MX08,20010121,14.847
maize,MX09,20010121,19.485
maize,MX10,20010121,17.792
maize,MX11,20010121,27.04
maize,MX12,20010121,31.508
maize,MX13,20010121,28.24
maize,MX14,20010121,25.411
maize,MX15,20010121,21.833
maize,MX16,20010121,28.591
maize,MX17,20010121,26.259
maize,MX18,20010121,46.646
maize,MX19,20010121,27.102
maize,MX20,20010121,42.78
maize,MX21,20010121,22.134
maize,MX22,20010121,29.208
maize,MX23,20010121,84.178
maize,MX24,20010121,31.713
maize,MX25,20010121,49.693
maize,MX26,20010121,41.432
maize,MX27,20010121,59.526
maize,MX28,20010121,32.142
maize,MX29,20010121,17.102
maize,MX30,20010121,47.979
maize,MX31,20010121,65.196
maize,MX32,20010121,17.703
maize,MX01,20010201,22.696
maize,MX02,20010201,47.986
maize,MX03,20010201,21.693
maize,MX04,20010201,65.91
maize,MX05,20010201,25.113
maize,MX06,20010201,40.681
maize,MX07,20010201,38.192
maize,MX08,20010201,14.876
maize,MX09,20010201,18.842
maize,MX10,20010201,17.831
maize,MX11,20010201,29.575
maize,MX12,20010201,30.757
maize,MX13,20010201,28.395
maize,MX14,20010201,25.019
maize,MX15,20010201,21.242
maize,MX16,20010201,29.654
maize,MX17,20010201,25.097
maize,MX18,20010201,45.083
maize,MX19,20010201,26.809
maize,MX20,20010201,41.377
maize,MX21,20010201,21.251
maize,MX22,20010201,30.445
maize,MX23,20010201,83.562
maize,MX24,20010201,30.666
maize,MX25,20010201,52.272
maize,MX26,20010201,46.272
maize,MX27,20010201,59.086
maize,MX28,20010201,31.355
maize,MX29,20010201,16.738
maize,MX30,20010201,45.279
maize,MX31,20010201,61.408
maize,MX32,20010201,17.458
maize,MX01,20010211,22.577
maize,MX02,20010211,51.709
maize,MX03,20010211,21.803
maize,MX04,20010211,64.061
maize,MX05,20010211,25.842
maize,MX06,20010211,38.943
maize,MX07,20010211,37.387
maize,MX08,20010211,14.958
maize,MX09,20010211,18.209
maize,MX10,20010211,17.907
maize,MX11,20010211,31.612
maize,MX12,20010211,29.987
maize,MX13,20010211,28.524
maize,MX14,20010211,24.714
maize,MX15,20010211,20.763
maize,MX16,20010211,30.589
maize,MX17,20010211,24.133
maize,MX18,20010211,43.061
maize,MX19,20010211,26.678
maize,MX20,20010211,40.01
maize,MX21,20010211,20.511
maize,MX22,20010211,31.453
maize,MX23,20010211,82.882
maize,MX24,20010211,29.645
maize,MX25,20010211,53.644
maize,MX26,20010211,50.099
maize,MX27,20010211,58.451
maize,MX28,20010211,30.841
maize,MX29,20010211,16.409
maize,MX30,20010211,42.813
maize,MX31,20010211,57.938
maize,MX32,20010211,17.284
maize,MX01,20010221,22.337
maize,MX02,20010221,55.04
maize,MX03,20010221,21.849
maize,MX04,20010221,62.098
maize,MX05,20010221,26.68
maize,MX06,20010221,37.323
maize,MX07,20010221,36.742
maize,MX08,20010221,15.081
maize,MX09,20010221,17.712
maize,MX10,20010221,17.998
maize,MX11,20010221,33.075
maize,MX12,20010221,29.241
maize,MX13,20010221,28.582
maize,MX14,20010221,24.385
maize,MX15,20010221,20.365
maize,MX16,20010221,31.276
maize,MX17,20010221,23.305
maize,MX18,20010221,40.685
maize,MX19,20010221,26.523
maize,MX20,20010221,38.728
maize,MX21,20010221,19.86
maize,MX22,20010221,32.164
maize,MX23,20010221,82.069
maize,MX24,20010221,28.543
maize,MX25,20010221,54.023
maize,MX26,20010221,53.061
maize,MX27,20010221,57.674
maize,MX28,20010221,30.644
maize,MX29,20010221,16.094
maize,MX30,20010221,40.505
maize,MX31,20010221,54.565
maize,MX32,20010221,17.124
maize,MX01,20010301,22.036
maize,MX02,20010301,57.207
maize,MX03,20010301,21.902
maize,MX04,20010301,60.544
maize,MX05,20010301,27.212
maize,MX06,20010301,36.161
maize,MX07,20010301,36.389
maize,MX08,20010301,15.2
maize,MX09,20010301,17.414
maize,MX10,20010301,18.056
maize,MX11,20010301,33.634
maize,MX12,20010301,28.775
maize,MX13,20010301,28.545
maize,MX14,20010301,24.06
maize,MX15,20010301,20.081
maize,MX16,20010301,31.476
maize,MX17,20010301,22.737
maize,MX18,20010301,38.689
maize,MX19,20010301,26.281
maize,MX20,20010301,37.724
maize,MX21,20010301,19.437
maize,MX22,20010301,32.39
maize,MX23,20010301,81.555
maize,MX24,20010301,27.613
maize,MX25,20010301,53.728
maize,MX26,20010301,54.681
maize,MX27,20010301,56.976
maize,MX28,20010301,30.772
maize,MX29,20010301,15.864
maize,MX30,20010301,38.779
maize,MX31,20010301,52.164
maize,MX32,20010301,16.995
maize,MX01,20010311,21.562
maize,MX02,20010311,58.798
maize,MX03,20010311,21.924
maize,MX04,20010311,58.309
maize,MX05,20010311,27.632
maize,MX06,20010311,34.9
maize,MX07,20010311,35.983
maize,MX08,20010311,15.375
maize,MX09,20010311,17.169
maize,MX10,20010311,18.149
maize,MX11,20010311,33.447
maize,MX12,20010311,28.284
maize,MX13,20010311,28.346
maize,MX14,20010311,23.528
maize,MX15,20010311,19.893
maize,MX16,20010311,31.175
maize,MX17,20010311,22.082
maize,MX18,20010311,36.188
maize,MX19,20010311,25.969
maize,MX20,20010311,36.488
maize,MX21,20010311,19.003
maize,MX22,20010311,32.11
maize,MX23,20010311,80.791
maize,MX24,20010311,26.704
maize,MX25,20010311,52.636
maize,MX26,20010311,55.489
maize,MX27,20010311,55.55
maize,MX28,20010311,31.483
maize,MX29,20010311,15.653
maize,MX30,20010311,36.885
maize,MX31,20010311,49.545
maize,MX32,20010311,16.862
maize,MX01,20010321,21.074
maize,MX02,20010321,58.667
maize,MX03,20010321,21.726
maize,MX04,20010321,55.894
maize,MX05,20010321,27.739
maize,MX06,20010321,33.749
maize,MX07,20010321,35.705
maize,MX08,20010321,15.64
maize,MX09,20010321,17.116
maize,MX10,20010321,18.334
maize,MX11,20010321,32.379
maize,MX12,20010321,27.86
maize,MX13,20010321,28.07
maize,MX14,20010321,22.884
maize,MX15,20010321,19.879
maize,MX16,20010321,30.308
maize,MX17,20010321,21.608
maize,MX18,20010321,33.843
maize,MX19,20010321,25.754
maize,MX20,20010321,35.423
maize,MX21,20010321,18.771
maize,MX22,20010321,31.294
maize,MX23,20010321,80.043
maize,MX24,20010321,26.062
maize,MX25,20010321,50.833
maize,MX26,20010321,54.583
maize,MX27,20010321,53.767
maize,MX28,20010321,32.629
maize,MX29,20010321,15.554
maize,MX30,20010321,35.415
maize,MX31,20010321,47.6
maize,MX32,20010321,16.779
maize,MX01,20010401,20.69
maize,MX02,20010401,56.672
maize,MX03,20010401,21.172
maize,MX04,20010401,53.641
maize,MX05,20010401,27.593
maize,MX06,20010401,32.448
maize,MX07,20010401,35.62
maize,MX08,20010401,16.051
maize,MX09,20010401,17.462
maize,MX10,20010401,18.678
maize,MX11,20010401,30.523
maize,MX12,20010401,27.433
maize,MX13,20010401,27.913
maize,MX14,20010401,22.152
maize,MX15,20010401,20.181
maize,MX16,20010401,28.921
maize,MX17,20010401,21.332
maize,MX18,20010401,31.555
maize,MX19,20010401,25.851
maize,MX20,20010401,34.545
maize,MX21,20010401,18.809
maize,MX22,20010401,30.029
maize,MX23,20010401,79.211
maize,MX24,20010401,25.685
maize,MX25,20010401,48.12
maize,MX26,20010401,51.43
maize,MX27,20010401,51.794
maize,MX28,20010401,34.24
maize,MX29,20010401,15.66
maize,MX30,20010401,34.279
maize,MX31,20010401,46.641
maize,MX32,20010401,16.77
maize,MX01,20010411,20.464
maize,MX02,20010411,53.292
maize,MX03,20010411,20.435
maize,MX04,20010411,52.692
maize,MX05,20010411,27.484
maize,MX06,20010411,30.916
maize,MX07,20010411,35.966
maize,MX08,20010411,16.431
maize,MX09,20010411,17.923
maize,MX10,20010411,19.01
maize,MX11,20010411,28.255
maize,MX12,20010411,27.046
maize,MX13,20010411,28.01
maize,MX14,20010411,21.269
maize,MX15,20010411,20.749
maize,MX16,20010411,27.322
maize,MX17,20010411,21.256
maize,MX18,20010411,29.438
maize,MX19,20010411,26.172
maize,MX20,20010411,34.461
maize,MX21,20010411,19.095
maize,MX22,20010411,28.715
maize,MX23,20010411,78.773
maize,MX24,20010411,25.908
maize,MX25,20010411,45.042
maize,MX26,20010411,46.588
maize,MX27,20010411,50.441
maize,MX28,20010411,35.946
maize,MX29,20010411,15.785
maize,MX30,20010411,34.159
maize,MX31,20010411,47.024
maize,MX32,20010411,16.735
maize,MX01,20010421,20.536
maize,MX02,20010421,48.725
maize,MX03,20010421,19.652
maize,MX04,20010421,53.155
maize,MX05,20010421,27.686
maize,MX06,20010421,29.785
maize,MX07,20010421,36.81
maize,MX08,20010421,16.859
maize,MX09,20010421,19.033
maize,MX10,20010421,19.318
maize,MX11,20010421,26.438
maize,MX12,20010421,27.248
maize,MX13,20010421,28.557
maize,MX14,20010421,20.826
maize,MX15,20010421,22.088
maize,MX16,20010421,26.358
maize,MX17,20010421,21.681
maize,MX18,20010421,27.851
maize,MX19,20010421,26.986
maize,MX20,20010421,35.165
maize,MX21,20010421,19.897
maize,MX22,20010421,27.815
maize,MX23,20010421,78.675
maize,MX24,20010421,26.684
maize,MX25,20010421,41.776
maize,MX26,20010421,40.74
maize,MX27,20010421,49.778
maize,MX28,20010421,37.736
maize,MX29,20010421,16.608
maize,MX30,20010421,35.055
maize,MX31,20010421,48.656
maize,MX32,20010421,16.829
maize,MX01,20010501,20.804
maize,MX02,20010501,43.885
maize,MX03,20010501,18.973
maize,MX04,20010501,55.038
maize,MX05,20010501,27.979
maize,MX06,20010501,29.151
maize,MX07,20010501,38.225
maize,MX08,20010501,17.424
maize,MX09,20010501,20.723
maize,MX10,20010501,19.629
maize,MX11,20010501,25.552
maize,MX12,20010501,28.156
maize,MX13,20010501,29.569
maize,MX14,20010501,20.965
maize,MX15,20010501,24.272
maize,MX16,20010501,26.386
maize,MX17,20010501,22.68
maize,MX18,20010501,26.788
maize,MX19,20010501,27.96
maize,MX20,20010501,36.746
maize,MX21,20010501,21.288
maize,MX22,20010501,27.66
maize,MX23,20010501,79.198
maize,MX24,20010501,27.928
maize,MX25,20010501,38.488
maize,MX26,20010501,34.881
maize,MX27,20010501,50.051
maize,MX28,20010501,39.314
maize,MX29,20010501,18.263
maize,MX30,20010501,36.926
maize,MX31,20010501,51.286
maize,MX32,20010501,17.114
maize,MX01,20010511,21.365
maize,MX02,20010511,39.31
maize,MX03,20010511,18.443
maize,MX04,20010511,57.891
maize,MX05,20010511,28.5
maize,MX06,20010511,29.311
maize,MX07,20010511,40.337
maize,MX08,20010511,18.148
maize,MX09,20010511,22.933
maize,MX10,20010511,19.998
maize,MX11,20010511,26.005
maize,MX12,20010511,30.12
maize,MX13,20010511,30.977
maize,MX14,20010511,22.037
maize,MX15,20010511,27.489
maize,MX16,20010511,27.85
maize,MX17,20010511,24.635
maize,MX18,20010511,26.514
maize,MX19,20010511,28.929
maize,MX20,20010511,39.437
maize,MX21,20010511,23.522
maize,MX22,20010511,28.427
maize,MX23,20010511,79.633
maize,MX24,20010511,29.441
maize,MX25,20010511,35.349
maize,MX26,20010511,29.705
maize,MX27,20010511,51.321
maize,MX28,20010511,40.453
maize,MX29,20010511,21.067
maize,MX30,20010511,39.838
maize,MX31,20010511,54.685
maize,MX32,20010511,17.724
maize,MX01,20010521,22.438
maize,MX02,20010521,35.728
maize,MX03,20010521,18.033
maize,MX04,20010521,61.541
maize,MX05,20010521,29.115
maize,MX06,20010521,30.681
maize,MX07,20010521,43.05
maize,MX08,20010521,19.101
maize,MX09,20010521,25.916
maize,MX10,20010521,20.702
maize,MX11,20010521,28.539
maize,MX12,20010521,33.233
maize,MX13,20010521,32.811
maize,MX14,20010521,24.692
maize,MX15,20010521,31.716
maize,MX16,20010521,31.262
maize,MX17,20010521,27.829
maize,MX18,20010521,27.439
maize,MX19,20010521,29.698
maize,MX20,20010521,42.955
maize,MX21,20010521,26.931
maize,MX22,20010521,30.423
maize,MX23,20010521,80.442
maize,MX24,20010521,30.981
maize,MX25,20010521,32.57
maize,MX26,20010521,25.943
maize,MX27,20010521,53.229
maize,MX28,20010521,40.831
maize,MX29,20010521,25.385
maize,MX30,20010521,43.329
maize,MX31,20010521,58.476
maize,MX32,20010521,18.955
maize,MX01,20010601,24.166
maize,MX02,20010601,33.276
maize,MX03,20010601,17.733
maize,MX04,20010601,65.587
maize,MX05,20010601,29.69
maize,MX06,20010601,33.782
maize,MX07,20010601,46.529
maize,MX08,20010601,20.743
maize,MX09,20010601,30.097
maize,MX10,20010601,22.082
maize,MX11,20010601,33.32
maize,MX12,20010601,38.098
maize,MX13,20010601,35.186
maize,MX14,20010601,29.33
maize,MX15,20010601,37.361
maize,MX16,20010601,36.843
maize,MX17,20010601,32.872
maize,MX18,20010601,30.097
maize,MX19,20010601,30.081
maize,MX20,20010601,47.184
maize,MX21,20010601,31.723
maize,MX22,20010601,33.766
maize,MX23,20010601,81.264
maize,MX24,20010601,32.403
maize,MX25,20010601,30.383
maize,MX26,20010601,23.731
maize,MX27,20010601,55.679
maize,MX28,20010601,40.342
maize,MX29,20010601,31.556
maize,MX30,20010601,47.243
maize,MX31,20010601,62.533
maize,MX32,20010601,21.02
maize,MX01,20010611,26.452
maize,MX02,20010611,32.313
maize,MX03,20010611,17.422
maize,MX04,20010611,68.952
maize,MX05,20010611,29.958
maize,MX06,20010611,38.443
maize,MX07,20010611,49.886
maize,MX08,20010611,23.162
maize,MX09,20010611,34.615
maize,MX10,20010611,24.341
maize,MX11,20010611,39.309
maize,MX12,20010611,43.749
maize,MX13,20010611,37.762
maize,MX14,20010611,35.369
maize,MX15,20010611,43.171
maize,MX16,20010611,43.423
maize,MX17,20010611,38.686
maize,MX18,20010611,34.274
maize,MX19,20010611,30.168
maize,MX20,20010611,50.869
maize,MX21,20010611,36.874
maize,MX22,20010611,37.614
maize,MX23,20010611,81.912
maize,MX24,20010611,33.693
maize,MX25,20010611,29.282
maize,MX26,20010611,23.387
maize,MX27,20010611,57.674
maize,MX28,20010611,39.444
maize,MX29,20010611,38.323
maize,MX30,20010611,50.799
maize,MX31,20010611,65.783
maize,MX32,20010611,23.849
maize,MX01,20010621,29.298
maize,MX02,20010621,32.017
