crop_name,adm_id,date,ssm,rsm
maize,ZA-A1-0001,20030201,2.865,161.421
maize,ZA-A1-0002,20030201,4.214,217.467
maize,ZA-A1-0003,20030201,2.062,132.355
maize,ZA-A1-0004,20030201,3.808,207.821
maize,ZA-A1-0005,20030201,5.328,267.264
maize,ZA-A1-0006,20030201,3.289,169.863
maize,ZA-A1-0007,20030201,3.89,194.993
maize,ZA-A1-0008,20030201,4.713,248.923
maize,ZA-A1-0009,20030201,3.377,188.387
maize,ZA-A1-0001,20030202,2.867,161.069
maize,ZA-A1-0002,20030202,4.613,218.515
maize,ZA-A1-0003,20030202,2.686,132.301
maize,ZA-A1-0004,20030202,3.907,206.299
maize,ZA-A1-0005,20030202,5.671,266.306
maize,ZA-A1-0006,20030202,3.423,168.774
maize,ZA-A1-0007,20030202,3.868,194.167
maize,ZA-A1-0008,20030202,4.905,248.175
maize,ZA-A1-0009,20030202,3.265,186.524
maize,ZA-A1-0001,20030203,2.787,160.583
maize,ZA-A1-0002,20030203,4.571,224.129
maize,ZA-A1-0003,20030203,2.692,132.785
maize,ZA-A1-0004,20030203,4.132,206.136
maize,ZA-A1-0005,20030203,5.582,273.589
maize,ZA-A1-0006,20030203,3.265,168.011
maize,ZA-A1-0007,20030203,3.714,193.055
maize,ZA-A1-0008,20030203,4.756,248.188
maize,ZA-A1-0009,20030203,3.156,184.665
maize,ZA-A1-0001,20030204,2.851,160.284
maize,ZA-A1-0002,20030204,4.748,223.767
maize,ZA-A1-0003,20030204,2.977,133.377
maize,ZA-A1-0004,20030204,4.06,206.257
maize,ZA-A1-0005,20030204,5.483,270.742
maize,ZA-A1-0006,20030204,3.042,165.842
maize,ZA-A1-0007,20030204,3.669,191.509
maize,ZA-A1-0008,20030204,4.63,246.658
maize,ZA-A1-0009,20030204,3.073,183.043
maize,ZA-A1-0001,20030205,2.78,159.887
maize,ZA-A1-0002,20030205,4.605,225.313
maize,ZA-A1-0003,20030205,2.752,133.887
maize,ZA-A1-0004,20030205,3.851,205.532
maize,ZA-A1-0005,20030205,5.752,271.039
maize,ZA-A1-0006,20030205,2.984,163.749
maize,ZA-A1-0007,20030205,3.59,190.047
maize,ZA-A1-0008,20030205,4.858,246.012
maize,ZA-A1-0009,20030205,2.972,181.626
maize,ZA-A1-0001,20030206,2.787,159.534
maize,ZA-A1-0002,20030206,4.294,222.994
maize,ZA-A1-0003,20030206,2.375,132.871
maize,ZA-A1-0004,20030206,3.673,204.313
maize,ZA-A1-0005,20030206,5.516,272.898
maize,ZA-A1-0006,20030206,3.197,162.726
maize,ZA-A1-0007,20030206,3.665,189.299
maize,ZA-A1-0008,20030206,4.99,249.821
maize,ZA-A1-0009,20030206,3.714,183.437
maize,ZA-A1-0001,20030207,3.429,160.819
maize,ZA-A1-0002,20030207,4.259,220.096
maize,ZA-A1-0003,20030207,2.394,132.166
maize,ZA-A1-0004,20030207,3.487,202.669
maize,ZA-A1-0005,20030207,5.309,268.651
maize,ZA-A1-0006,20030207,2.941,161.422
maize,ZA-A1-0007,20030207,3.491,188.059
maize,ZA-A1-0008,20030207,4.581,248.26
maize,ZA-A1-0009,20030207,3.189,183.405
maize,ZA-A1-0001,20030208,4.042,167.478
maize,ZA-A1-0002,20030208,5.381,225.572
maize,ZA-A1-0003,20030208,3.104,134.043
maize,ZA-A1-0004,20030208,3.464,201.421
maize,ZA-A1-0005,20030208,5.966,269.781
maize,ZA-A1-0006,20030208,2.863,159.718
maize,ZA-A1-0007,20030208,3.42,186.795
maize,ZA-A1-0008,20030208,4.488,246.452
maize,ZA-A1-0009,20030208,2.982,182.182
maize,ZA-A1-0001,20030209,3.078,167.954
maize,ZA-A1-0002,20030209,4.763,233.367
maize,ZA-A1-0003,20030209,3.139,134.995
maize,ZA-A1-0004,20030209,3.906,202.068
maize,ZA-A1-0005,20030209,5.941,285.817
maize,ZA-A1-0006,20030209,3.614,161.159
maize,ZA-A1-0007,20030209,3.586,186.41
maize,ZA-A1-0008,20030209,4.84,246.701
maize,ZA-A1-0009,20030209,3.141,181.7
maize,ZA-A1-0001,20030210,2.874,166.605
maize,ZA-A1-0002,20030210,4.557,230.998
maize,ZA-A1-0003,20030210,2.975,135.999
maize,ZA-A1-0004,20030210,3.801,202.371
maize,ZA-A1-0005,20030210,5.687,283.076
maize,ZA-A1-0006,20030210,3.247,161.914
maize,ZA-A1-0007,20030210,3.518,186.018
maize,ZA-A1-0008,20030210,4.551,245.786
maize,ZA-A1-0009,20030210,2.98,181.023
maize,ZA-A1-0001,20030211,2.803,165.259
maize,ZA-A1-0002,20030211,4.471,227.649
maize,ZA-A1-0003,20030211,2.803,135.794
maize,ZA-A1-0004,20030211,3.607,201.807
maize,ZA-A1-0005,20030211,5.523,277.985
maize,ZA-A1-0006,20030211,3.113,161.387
maize,ZA-A1-0007,20030211,3.484,185.745
maize,ZA-A1-0008,20030211,4.405,244.499
maize,ZA-A1-0009,20030211,2.885,180.263
maize,ZA-A1-0001,20030212,3.127,164.864
maize,ZA-A1-0002,20030212,4.708,226.417
maize,ZA-A1-0003,20030212,2.459,134.768
maize,ZA-A1-0004,20030212,3.289,200.603
maize,ZA-A1-0005,20030212,5.428,272.858
maize,ZA-A1-0006,20030212,2.943,160.101
maize,ZA-A1-0007,20030212,3.346,184.974
maize,ZA-A1-0008,20030212,4.24,243.004
maize,ZA-A1-0009,20030212,2.752,179.44
maize,ZA-A1-0001,20030213,3.155,165.153
maize,ZA-A1-0002,20030213,4.783,227.823
maize,ZA-A1-0003,20030213,2.543,134.045
maize,ZA-A1-0004,20030213,3.825,200.998
maize,ZA-A1-0005,20030213,5.541,270.458
maize,ZA-A1-0006,20030213,2.988,159.115
maize,ZA-A1-0007,20030213,3.358,184.196
maize,ZA-A1-0008,20030213,4.332,242.024
maize,ZA-A1-0009,20030213,2.642,178.626
maize,ZA-A1-0001,20030214,2.956,164.472
maize,ZA-A1-0002,20030214,4.63,227.551
maize,ZA-A1-0003,20030214,3.304,135.853
maize,ZA-A1-0004,20030214,5.022,208.377
maize,ZA-A1-0005,20030214,5.661,271.467
maize,ZA-A1-0006,20030214,3.23,158.911
maize,ZA-A1-0007,20030214,3.794,184.585
maize,ZA-A1-0008,20030214,5.103,243.844
maize,ZA-A1-0009,20030214,2.61,178.01
maize,ZA-A1-0001,20030215,3.181,164.69
maize,ZA-A1-0002,20030215,4.597,226.861
maize,ZA-A1-0003,20030215,2.565,135.795
maize,ZA-A1-0004,20030215,4.379,210.445
maize,ZA-A1-0005,20030215,5.596,271.628
maize,ZA-A1-0006,20030215,3.259,159.703
maize,ZA-A1-0007,20030215,4.143,187.918
maize,ZA-A1-0008,20030215,5.24,247.504
maize,ZA-A1-0009,20030215,2.643,177.645
maize,ZA-A1-0001,20030216,2.931,163.989
maize,ZA-A1-0002,20030216,4.355,224.908
maize,ZA-A1-0003,20030216,2.319,134.376
maize,ZA-A1-0004,20030216,3.953,208.938
maize,ZA-A1-0005,20030216,5.448,270.519
maize,ZA-A1-0006,20030216,3.241,159.868
maize,ZA-A1-0007,20030216,3.89,189.322
maize,ZA-A1-0008,20030216,4.841,248.409
maize,ZA-A1-0009,20030216,3.797,180.429
maize,ZA-A1-0001,20030217,2.903,163.251
maize,ZA-A1-0002,20030217,4.482,223.55
maize,ZA-A1-0003,20030217,3.011,135.653
maize,ZA-A1-0004,20030217,4.389,208.859
maize,ZA-A1-0005,20030217,5.643,269.753
maize,ZA-A1-0006,20030217,3.85,163.142
maize,ZA-A1-0007,20030217,4.202,191.532
maize,ZA-A1-0008,20030217,5.134,249.135
maize,ZA-A1-0009,20030217,3.673,181.68
maize,ZA-A1-0001,20030218,2.918,162.641
maize,ZA-A1-0002,20030218,4.35,221.992
maize,ZA-A1-0003,20030218,3.408,137.096
maize,ZA-A1-0004,20030218,4.499,209.323
maize,ZA-A1-0005,20030218,5.416,269.961
maize,ZA-A1-0006,20030218,3.741,165.501
maize,ZA-A1-0007,20030218,4.038,192.691
maize,ZA-A1-0008,20030218,4.925,249.573
maize,ZA-A1-0009,20030218,3.547,182.553
maize,ZA-A1-0001,20030219,3.033,162.383
maize,ZA-A1-0002,20030219,4.609,221.483
maize,ZA-A1-0003,20030219,4.45,145.404
maize,ZA-A1-0004,20030219,5.422,216.083
maize,ZA-A1-0005,20030219,5.612,269.569
