crop_name,adm_id,date,fpar
maize,ZA-A1-0001,20010101,34.911
maize,ZA-A1-0002,20010101,51.648
maize,ZA-A1-0003,20010101,35.046
maize,ZA-A1-0004,20010101,38.134
maize,ZA-A1-0005,20010101,59.946
maize,ZA-A1-0006,20010101,33.868
maize,ZA-A1-0007,20010101,49.012
maize,ZA-A1-0008,20010101,55.643
maize,ZA-A1-0009,20010101,43.355
maize,ZA-A1-0001,20010111,35.213
maize,ZA-A1-0002,20010111,52.319
maize,ZA-A1-0003,20010111,37.777
maize,ZA-A1-0004,20010111,39.797
maize,ZA-A1-0005,20010111,61.703
maize,ZA-A1-0006,20010111,36.733
maize,ZA-A1-0007,20010111,50.81
maize,ZA-A1-0008,20010111,56.755
maize,ZA-A1-0009,20010111,43.077
maize,ZA-A1-0001,20010121,35.221
maize,ZA-A1-0002,20010121,53.001
maize,ZA-A1-0003,20010121,41.269
maize,ZA-A1-0004,20010121,41.364
maize,ZA-A1-0005,20010121,63.069
maize,ZA-A1-0006,20010121,39.602
maize,ZA-A1-0007,20010121,52.141
maize,ZA-A1-0008,20010121,57.015
maize,ZA-A1-0009,20010121,42.834
maize,ZA-A1-0001,20010201,35.117
maize,ZA-A1-0002,20010201,53.648
maize,ZA-A1-0003,20010201,45.318
maize,ZA-A1-0004,20010201,42.899
maize,ZA-A1-0005,20010201,64.246
maize,ZA-A1-0006,20010201,42.733
maize,ZA-A1-0007,20010201,53.144
maize,ZA-A1-0008,20010201,56.656
maize,ZA-A1-0009,20010201,43.154
maize,ZA-A1-0001,20010211,34.945
maize,ZA-A1-0002,20010211,54.201
maize,ZA-A1-0003,20010211,48.445
maize,ZA-A1-0004,20010211,43.875
maize,ZA-A1-0005,20010211,64.995
maize,ZA-A1-0006,20010211,45.248
maize,ZA-A1-0007,20010211,53.488
maize,ZA-A1-0008,20010211,55.921
maize,ZA-A1-0009,20010211,44.291
maize,ZA-A1-0001,20010221,34.979
maize,ZA-A1-0002,20010221,54.587
maize,ZA-A1-0003,20010221,50.75
maize,ZA-A1-0004,20010221,44.269
maize,ZA-A1-0005,20010221,65.343
maize,ZA-A1-0006,20010221,47.231
maize,ZA-A1-0007,20010221,53.132
maize,ZA-A1-0008,20010221,54.714
maize,ZA-A1-0009,20010221,46.144
maize,ZA-A1-0001,20010301,35.177
maize,ZA-A1-0002,20010301,54.718
maize,ZA-A1-0003,20010301,51.985
maize,ZA-A1-0004,20010301,44.085
maize,ZA-A1-0005,20010301,65.247
maize,ZA-A1-0006,20010301,48.197
maize,ZA-A1-0007,20010301,52.292
maize,ZA-A1-0008,20010301,53.32
maize,ZA-A1-0009,20010301,47.832
maize,ZA-A1-0001,20010311,35.846
maize,ZA-A1-0002,20010311,54.759
maize,ZA-A1-0003,20010311,52.673
maize,ZA-A1-0004,20010311,43.186
maize,ZA-A1-0005,20010311,64.63
maize,ZA-A1-0006,20010311,48.314
maize,ZA-A1-0007,20010311,50.292
maize,ZA-A1-0008,20010311,50.828
maize,ZA-A1-0009,20010311,49.68
maize,ZA-A1-0001,20010321,36.888
maize,ZA-A1-0002,20010321,54.702
maize,ZA-A1-0003,20010321,52.529
maize,ZA-A1-0004,20010321,41.692
maize,ZA-A1-0005,20010321,63.421
maize,ZA-A1-0006,20010321,47.16
maize,ZA-A1-0007,20010321,47.273
maize,ZA-A1-0008,20010321,47.632
maize,ZA-A1-0009,20010321,50.591
maize,ZA-A1-0001,20010401,38.682
maize,ZA-A1-0002,20010401,54.666
maize,ZA-A1-0003,20010401,51.369
maize,ZA-A1-0004,20010401,39.595
maize,ZA-A1-0005,20010401,61.602
maize,ZA-A1-0006,20010401,44.629
maize,ZA-A1-0007,20010401,43.051
maize,ZA-A1-0008,20010401,43.591
maize,ZA-A1-0009,20010401,50.206
maize,ZA-A1-0001,20010411,40.866
maize,ZA-A1-0002,20010411,54.629
maize,ZA-A1-0003,20010411,49.451
maize,ZA-A1-0004,20010411,37.402
maize,ZA-A1-0005,20010411,59.579
maize,ZA-A1-0006,20010411,41.503
maize,ZA-A1-0007,20010411,38.694
maize,ZA-A1-0008,20010411,39.702
maize,ZA-A1-0009,20010411,48.713
maize,ZA-A1-0001,20010421,43.172
maize,ZA-A1-0002,20010421,54.279
maize,ZA-A1-0003,20010421,46.764
maize,ZA-A1-0004,20010421,35.023
maize,ZA-A1-0005,20010421,57.177
maize,ZA-A1-0006,20010421,37.977
maize,ZA-A1-0007,20010421,34.277
maize,ZA-A1-0008,20010421,35.895
maize,ZA-A1-0009,20010421,46.367
maize,ZA-A1-0001,20010501,45.201
maize,ZA-A1-0002,20010501,53.387
maize,ZA-A1-0003,20010501,43.65
maize,ZA-A1-0004,20010501,32.674
maize,ZA-A1-0005,20010501,54.533
maize,ZA-A1-0006,20010501,34.553
maize,ZA-A1-0007,20010501,30.212
maize,ZA-A1-0008,20010501,32.422
maize,ZA-A1-0009,20010501,43.617
maize,ZA-A1-0001,20010511,46.688
maize,ZA-A1-0002,20010511,51.811
maize,ZA-A1-0003,20010511,40.447
maize,ZA-A1-0004,20010511,30.417
maize,ZA-A1-0005,20010511,51.749
maize,ZA-A1-0006,20010511,31.371
maize,ZA-A1-0007,20010511,26.685
maize,ZA-A1-0008,20010511,29.435
maize,ZA-A1-0009,20010511,40.576
maize,ZA-A1-0001,20010521,47.956
maize,ZA-A1-0002,20010521,49.564
maize,ZA-A1-0003,20010521,37.559
maize,ZA-A1-0004,20010521,28.368
maize,ZA-A1-0005,20010521,48.847
maize,ZA-A1-0006,20010521,28.777
maize,ZA-A1-0007,20010521,23.878
maize,ZA-A1-0008,20010521,26.969
maize,ZA-A1-0009,20010521,37.879
maize,ZA-A1-0001,20010601,49.355
maize,ZA-A1-0002,20010601,46.666
maize,ZA-A1-0003,20010601,35.011
maize,ZA-A1-0004,20010601,26.461
maize,ZA-A1-0005,20010601,45.662
maize,ZA-A1-0006,20010601,26.573
maize,ZA-A1-0007,20010601,21.564
maize,ZA-A1-0008,20010601,24.904
maize,ZA-A1-0009,20010601,35.252
maize,ZA-A1-0001,20010611,50.752
maize,ZA-A1-0002,20010611,43.868
maize,ZA-A1-0003,20010611,33.093
maize,ZA-A1-0004,20010611,24.949
maize,ZA-A1-0005,20010611,42.86
maize,ZA-A1-0006,20010611,24.896
maize,ZA-A1-0007,20010611,19.896
maize,ZA-A1-0008,20010611,23.352
maize,ZA-A1-0009,20010611,33.161
maize,ZA-A1-0001,20010621,52.42
maize,ZA-A1-0002,20010621,41.036
maize,ZA-A1-0003,20010621,31.697
maize,ZA-A1-0004,20010621,23.644
maize,ZA-A1-0005,20010621,40.208
maize,ZA-A1-0006,20010621,23.395
maize,ZA-A1-0007,20010621,18.566
maize,ZA-A1-0008,20010621,22.064
maize,ZA-A1-0009,20010621,31.35
maize,ZA-A1-0001,20010701,54.326
maize,ZA-A1-0002,20010701,38.232
maize,ZA-A1-0003,20010701,30.651
maize,ZA-A1-0004,20010701,22.573
maize,ZA-A1-0005,20010701,37.657
maize,ZA-A1-0006,20010701,22.086
maize,ZA-A1-0007,20010701,17.483
maize,ZA-A1-0008,20010701,20.953
maize,ZA-A1-0009,20010701,29.742
maize,ZA-A1-0001,20010711,56.451
maize,ZA-A1-0002,20010711,35.853
maize,ZA-A1-0003,20010711,30.523
maize,ZA-A1-0004,20010711,21.76
maize,ZA-A1-0005,20010711,35.402
maize,ZA-A1-0006,20010711,20.963
maize,ZA-A1-0007,20010711,16.686
maize,ZA-A1-0008,20010711,20.016
maize,ZA-A1-0009,20010711,28.398
maize,ZA-A1-0001,20010721,58.766
maize,ZA-A1-0002,20010721,33.871
maize,ZA-A1-0003,20010721,31.395
maize,ZA-A1-0004,20010721,21.223
maize,ZA-A1-0005,20010721,33.404
maize,ZA-A1-0006,20010721,20.104
maize,ZA-A1-0007,20010721,16.241
maize,ZA-A1-0008,20010721,19.268
maize,ZA-A1-0009,20010721,27.313
maize,ZA-A1-0001,20010801,61.237
maize,ZA-A1-0002,20010801,32.344
maize,ZA-A1-0003,20010801,33.125
maize,ZA-A1-0004,20010801,20.75
maize,ZA-A1-0005,20010801,31.499
maize,ZA-A1-0006,20010801,19.186
maize,ZA-A1-0007,20010801,15.68
maize,ZA-A1-0008,20010801,18.311
maize,ZA-A1-0009,20010801,26.204
maize,ZA-A1-0001,20010811,62.869
maize,ZA-A1-0002,20010811,31.489
maize,ZA-A1-0003,20010811,35.674
maize,ZA-A1-0004,20010811,20.545
maize,ZA-A1-0005,20010811,30.157
maize,ZA-A1-0006,20010811,18.51
maize,ZA-A1-0007,20010811,15.469
maize,ZA-A1-0008,20010811,17.648
maize,ZA-A1-0009,20010811,25.407
maize,ZA-A1-0001,20010821,63.547
maize,ZA-A1-0002,20010821,31.072
maize,ZA-A1-0003,20010821,38.857
maize,ZA-A1-0004,20010821,20.636
maize,ZA-A1-0005,20010821,29.24
maize,ZA-A1-0006,20010821,18.028
maize,ZA-A1-0007,20010821,15.495
maize,ZA-A1-0008,20010821,17.152
maize,ZA-A1-0009,20010821,24.687
maize,ZA-A1-0001,20010901,63.233
maize,ZA-A1-0002,20010901,31.335
maize,ZA-A1-0003,20010901,42.792
maize,ZA-A1-0004,20010901,21.28
maize,ZA-A1-0005,20010901,29.105
maize,ZA-A1-0006,20010901,17.798
maize,ZA-A1-0007,20010901,15.971
maize,ZA-A1-0008,20010901,16.992
maize,ZA-A1-0009,20010901,24.052
maize,ZA-A1-0001,20010911,61.718
maize,ZA-A1-0002,20010911,32.411
maize,ZA-A1-0003,20010911,46.366
maize,ZA-A1-0004,20010911,22.346
maize,ZA-A1-0005,20010911,29.892
maize,ZA-A1-0006,20010911,17.823
maize,ZA-A1-0007,20010911,16.71
maize,ZA-A1-0008,20010911,17.157
maize,ZA-A1-0009,20010911,23.444
maize,ZA-A1-0001,20010921,59.391
maize,ZA-A1-0002,20010921,34.168
maize,ZA-A1-0003,20010921,49.213
maize,ZA-A1-0004,20010921,23.766
maize,ZA-A1-0005,20010921,31.626
