row_index,adm_id,year,feature,feature_role,current_value,high_yield_reference,standardized_gap,model_importance,single_feature_yield_potential,stress_score
0,PT11,2020,median_cum_ndvi1,crop_state_indicator,1.6005,1.641,1.3064516129032286,0.053932383194943534,0.04332111111111159,0.003052407612175666
0,PT11,2020,median_cum_ndvi2,crop_state_indicator,4.0545,4.26325,2.1636868653351495,0.02822100726501125,0.03953777777777656,0.0024142329633196034
0,PT11,2020,median_cum_ndvi3,crop_state_indicator,6.558,6.861000000000001,1.7419211799052152,0.027183190759037988,0.042822777777776544,0.002027700310842947
0,PT11,2020,max_ssm5,water_proxy,6.656,6.3325,1.1696422010840755,0.008047348004014339,0.04628500000000013,0.0004356583878682323
0,PT11,2020,mean_rad7,radiation_hazard,27847766.25,22815532.555555552,2.8077971307032183,0.004040195641475226,0.03758611111111021,0.0004263787135872236
0,PT11,2020,max_cum_gdd2,temperature_hazard,80.478,35.51049999999999,15.303268403831071,0.0017455367265572926,0.013586666666666858,0.00036293270611894776
0,PT11,2020,mean_tmax7,temperature_hazard,26.4005,22.448388888888886,5.400642235582625,0.008811141139281204,0.0023372222222217687,0.00011121863825824867
0,PT11,2020,median_cum_fpar2,crop_state_indicator,295.46,308.7045,0.9825677545354711,0.0287023011293338,0.0035344444444445067,9.967824518915621e-05
0,PT11,2020,prec<2p5,water_proxy,22.0,25.5,0.9333333333333333,0.0014012527864535544,0.06064166666666537,7.930935076572899e-05
0,PT11,2020,median_cum_fpar3,crop_state_indicator,491.087,499.64,0.5517949051908572,0.018954983227601373,0.006088333333333029,6.367948061808724e-05
0,PT11,2020,mean_tmax1,temperature_hazard,13.03732258064516,12.49533870967742,1.167662797970673,0.0610000021248601,0.000863333333333216,6.149301729248753e-05
0,PT11,2020,median_cum_ndvi6,crop_state_indicator,13.241,13.32325,0.3246614797276513,0.008967481166181502,0.016320555555555227,4.7515595345084126e-05
0,PT11,2020,mean_prec6,water_proxy,1.2566,2.2432,0.8954313979390718,0.0030349519236495147,0.01655055555555629,4.4977644855676154e-05
0,PT11,2020,median_cum_fpar1,crop_state_indicator,112.893,121.1385,1.1719586003534774,0.03892567580003381,0.0008566666666660616,3.908051698598626e-05
0,PT11,2020,mean_tmin2,temperature_hazard,7.979206896551724,5.790428571428572,2.7488792033998193,0.0022479415225209074,0.003433333333332289,2.121566430922071e-05
0,PT11,2020,mean_tavg2,temperature_hazard,11.760310344827586,9.392660714285714,2.938476692517044,0.001602909497476306,0.004195555555555508,1.9761537401909227e-05
0,PT11,2020,prec<2p7,water_proxy,8.0,6.5,1.0,0.00951181616570626,0.0012188888888884364,1.1593847037528771e-05
0,PT11,2020,mean_prec5,water_proxy,2.698483870967741,1.9155967741935485,0.9047343895619745,0.0012623646817976992,0.007098333333333429,8.107040144615405e-06
0,PT11,2020,prec<2p6,water_proxy,25.0,22.0,0.6652991438591156,0.0012566703509774323,0.008785555555554936,7.345266588939312e-06
0,PT11,2020,mean_tmax2,temperature_hazard,16.102344827586208,13.044214285714286,1.746558599378168,0.0022079870170597267,0.0017716666666660608,6.832217618021929e-06
0,PT11,2020,mean_tmax12,temperature_hazard,14.236,14.407,0.10091375029454001,0.007207884792450242,0.00838722222222188,6.1006531311155635e-06
0,PT11,2020,median_cum_ndvi7,crop_state_indicator,14.822,14.9225,0.3833823568287845,0.01159246452023926,0.0011211111111104621,4.982606096159786e-06
0,PT11,2020,mean_rad5,radiation_hazard,23128827.741935484,24039872.370967746,0.6534190937140443,0.0019182849186033435,0.003666666666666263,4.5959613076629185e-06
0,PT11,2020,max_cum_gdd3,temperature_hazard,135.161,88.476,1.8399597160102175,0.0018775221315529445,0.0011111111111108407,3.838405653304682e-06
0,PT11,2020,mean_tavg7,temperature_hazard,20.9595,18.788222222222224,2.192656175488791,0.00247609956307498,0.0004933333333330125,2.6784225990616415e-06
0,PT11,2020,mean_prec7,water_proxy,0.066,1.6935,0.9479794444019376,0.0013787430955992535,0.0010988888888885384,1.4362698805418272e-06
0,PT11,2020,mean_cum_cwb6,water_proxy,227.80266666666665,406.31055,0.38471930093519663,0.0017349313663008788,0.00152666666666601,1.0189913491513264e-06
0,PT11,2020,mean_tavg3,temperature_hazard,11.592419354838707,11.3125,0.254017208155164,0.002735694318120197,0.0010166666666662216,7.064953236054422e-07
0,PT11,2020,mean_cum_cwb4,water_proxy,261.08933333333334,494.8973833333333,0.5678110659563228,0.0007336315311090426,0.0010016666666667895,4.1725837520107615e-07
0,PT11,2020,mean_prec3,water_proxy,4.242870967741935,3.1861774193548387,0.21041982399211237,0.0011140034733151854,0.001757777777777303,4.120379024270715e-07
0,PT11,2020,mean_cum_cwb12,water_proxy,-1.2325,6.6585,0.9697975235812824,1.0038555576755145e-05,0.00046999999999952635,4.575622179170388e-09
0,PT11,2020,awc,fixed_context,15.187,15.187,0.0,0.04324191939695391,0.0,0.0
0,PT11,2020,bulk_density,fixed_context,1.25,1.25,0.0,0.015805907835507487,0.0,0.0
0,PT11,2020,max_cum_gdd1,temperature_hazard,26.1,23.851999999999997,0.23086577281670193,0.0001658070510214404,0.0,0.0
0,PT11,2020,max_cum_gdd4,temperature_hazard,241.534,188.2445,0.7880155246543499,0.00212092799772393,-0.0019050000000002676,0.0
0,PT11,2020,max_cum_gdd5,temperature_hazard,488.799,368.057,1.1889177687603425,0.008770092574086154,0.0,0.0
0,PT11,2020,max_cum_gdd6,temperature_hazard,715.644,581.187,1.1560604566951413,0.004767178581655472,-0.0006477777777780247,0.0
