row_index,adm_id,year,feature,feature_role,current_value,high_yield_reference,standardized_gap,model_importance,single_feature_yield_potential,stress_score
0,CN011,2022,median_cum_fpar6,crop_state_indicator,387.645,351.284,3.1045935792349595,0.026248574424483553,0.004690000000000083,0.0003821935198686998
0,CN011,2022,prec<0.037p6,water_proxy,5.0,10.0,2.599376224550182,0.006946398603693774,0.013346111111111725,0.00024098143112124895
0,CN011,2022,mean_rad4,radiation_hazard,21090152.366666667,19515624.716666665,1.3638917930613357,0.004179109607436093,0.031101111111111024,0.00017727177067237873
0,CN011,2022,mean_ssm3,water_proxy,3.832064516129032,3.3630967741935485,0.709516837481698,0.00922396371680262,0.02465055555555562,0.00016132697985222054
0,CN011,2022,prec<0.037p4,water_proxy,21.0,19.0,0.6114178405157431,0.025693230727512686,0.005390555555555565,8.468185248757833e-05
0,CN011,2022,mean_tmin2,temperature_hazard,-9.152884615384616,-5.8159629629629634,1.5435518602861336,0.00751611653558336,0.005146111111111296,5.970268864688464e-05
0,CN011,2022,mean_rad3,radiation_hazard,15870369.016129032,17037607.0,1.5097925925224334,0.004245184333362696,0.008351111111111642,5.3525176131993484e-05
0,CN011,2022,median_cum_fpar4,crop_state_indicator,128.039,121.056,0.8581786899348641,0.02480748359547733,0.0015850000000003917,3.3743467229495916e-05
0,CN011,2022,mean_tavg4,temperature_hazard,12.808833333333332,12.038566666666666,0.9156892754769197,0.004550618555119359,0.007078333333333298,2.949507954156724e-05
0,CN011,2022,median_cum_ndvi7,crop_state_indicator,8.2285,7.8605,3.3004484304932653,0.010573265090748483,0.0007344444444452591,2.5629552434451755e-05
0,CN011,2022,mean_cum_cwb7,water_proxy,-326.2236923076923,-426.7584166666666,2.5579900716755093,0.0023356369493571423,0.003937222222222481,2.3523076408640592e-05
0,CN011,2022,mean_ssm2,water_proxy,3.93,3.559740740740741,0.4781810421587893,0.008875581083351567,0.0019850000000003476,8.424607205222225e-06
0,CN011,2022,median_cum_fpar3,crop_state_indicator,60.702,58.686,0.5256844850065183,0.012008354361110548,0.001322777777778228,8.350174378584507e-06
0,CN011,2022,tmax>31.246p5,temperature_hazard,4.0,2.0,1.0,0.001469336899941713,0.003985000000000127,5.855307546267914e-06
0,CN011,2022,mean_tmax4,temperature_hazard,19.701833333333333,19.067066666666665,0.6146680252607684,0.002243219107874039,0.0028300000000003322,3.902103217718025e-06
