crop_name,country_code,adm_id,harvest_year,yield,harvest_area,production
maize,PT,PT11,1986,2.336,99278.0,231880.0
maize,PT,PT11,1987,2.408,100906.0,242959.0
maize,PT,PT11,1988,2.498,98240.0,245417.0
maize,PT,PT11,1989,2.501,101112.0,252892.0
maize,PT,PT11,1990,2.432,102729.0,249875.0
maize,PT,PT11,1991,2.42,102009.0,246889.0
maize,PT,PT11,1992,2.797,92164.0,257821.0
maize,PT,PT11,1993,3.042,82000.0,249453.0
maize,PT,PT11,1994,3.163,76586.0,242227.0
maize,PT,PT11,1995,3.343,67930.0,227076.0
maize,PT,PT11,1996,3.383,63480.0,214779.0
maize,PT,PT11,1997,3.245,60084.0,194968.0
maize,PT,PT11,1998,3.363,54528.0,183368.0
maize,PT,PT11,1999,3.696,50850.0,187946.0
maize,PT,PT11,2000,3.633,49113.0,178421.0
maize,PT,PT11,2001,3.692,47669.0,176005.0
maize,PT,PT11,2002,3.343,43060.0,143940.0
maize,PT,PT11,2003,3.285,42614.0,140004.0
maize,PT,PT11,2004,3.261,42253.0,137777.0
maize,PT,PT11,2005,2.77,39572.0,109603.0
maize,PT,PT11,2006,2.928,38441.0,112556.0
maize,PT,PT11,2007,2.988,37042.0,110698.0
maize,PT,PT11,2008,3.05,37794.0,115277.0
maize,PT,PT11,2009,3.006,33544.0,100841.0
maize,PT,PT11,2010,3.196,30664.0,97996.0
maize,PT,PT11,2011,3.503,31262.0,109504.0
maize,PT,PT11,2012,3.463,31265.0,108270.0
maize,PT,PT11,2013,3.452,31258.0,107915.0
maize,PT,PT11,2014,3.598,31258.0,112454.0
maize,PT,PT11,2015,3.481,29987.0,104387.0
maize,PT,PT11,2016,3.422,28640.0,98007.0
maize,PT,PT11,2017,3.338,28035.0,93576.0
maize,PT,PT11,2018,3.805,24139.0,91850.0
maize,PT,PT11,2019,4.84,21243.0,102819.0
maize,PT,PT11,2020,4.856,21268.0,103279.0
maize,PT,PT15,1986,2.39,1894.0,4527.0
maize,PT,PT15,1987,2.464,1926.0,4746.0
maize,PT,PT15,1988,2.555,1876.0,4793.0
maize,PT,PT15,1989,2.559,1931.0,4941.0
maize,PT,PT15,1990,2.48,1973.0,4894.0
maize,PT,PT15,1991,2.403,2024.0,4864.0
maize,PT,PT15,1992,2.778,1668.0,4633.0
maize,PT,PT15,1993,3.196,1513.0,4835.0
maize,PT,PT15,1994,3.172,1589.0,5041.0
maize,PT,PT15,1995,2.904,1586.0,4605.0
maize,PT,PT15,1996,2.687,1459.0,3921.0
maize,PT,PT15,1997,3.589,1459.0,5236.0
maize,PT,PT15,1998,4.067,1631.0,6635.0
maize,PT,PT15,1999,5.793,1239.0,7178.0
maize,PT,PT15,2000,5.804,1239.0,7191.0
maize,PT,PT15,2001,5.804,1239.0,7191.0
maize,PT,PT15,2002,5.804,1239.0,7191.0
maize,PT,PT15,2003,5.562,1234.0,6864.0
maize,PT,PT15,2004,5.874,1170.0,6872.0
maize,PT,PT15,2005,6.345,710.0,4505.0
maize,PT,PT15,2006,5.578,583.0,3252.0
maize,PT,PT15,2007,6.57,666.0,4376.0
maize,PT,PT15,2008,7.575,595.0,4507.0
maize,PT,PT15,2009,6.632,272.0,1804.0
maize,PT,PT15,2010,5.82,242.0,1409.0
maize,PT,PT15,2011,6.359,241.0,1533.0
maize,PT,PT15,2012,6.454,175.0,1128.0
maize,PT,PT15,2013,8.215,198.0,1630.0
maize,PT,PT15,2014,9.518,187.0,1778.0
maize,PT,PT15,2015,10.758,202.0,2174.0
maize,PT,PT15,2016,11.479,199.0,2281.0
maize,PT,PT15,2017,11.686,198.0,2311.0
maize,PT,PT15,2018,12.132,77.0,934.0
maize,PT,PT15,2019,9.376,118.0,1104.0
maize,PT,PT15,2020,9.563,109.0,1045.0
maize,PT,PT16,1986,2.816,79339.0,223419.0
maize,PT,PT16,1987,2.904,80638.0,234179.0
maize,PT,PT16,1988,3.013,78509.0,236586.0
maize,PT,PT16,1989,3.018,80804.0,243832.0
maize,PT,PT16,1990,2.934,82253.0,241304.0
maize,PT,PT16,1991,2.811,81228.0,228367.0
maize,PT,PT16,1992,3.214,76553.0,246014.0
maize,PT,PT16,1993,3.497,72701.0,254267.0
maize,PT,PT16,1994,3.678,69790.0,256699.0
maize,PT,PT16,1995,3.844,65983.0,253627.0
maize,PT,PT16,1996,3.977,64858.0,257962.0
maize,PT,PT16,1997,4.156,60789.0,252644.0
maize,PT,PT16,1998,4.27,59297.0,253212.0
maize,PT,PT16,1999,4.724,58373.0,275765.0
maize,PT,PT16,2000,4.894,55054.0,269442.0
maize,PT,PT16,2001,4.405,54478.0,239948.0
maize,PT,PT16,2002,4.39,47830.0,209976.0
maize,PT,PT16,2003,4.303,46132.0,198524.0
maize,PT,PT16,2004,4.356,45574.0,198505.0
maize,PT,PT16,2005,4.118,39700.0,163494.0
maize,PT,PT16,2006,5.088,36632.0,186376.0
maize,PT,PT16,2007,5.38,34859.0,187529.0
maize,PT,PT16,2008,5.262,35615.0,187423.0
