adm_id,awc,bulk_density,year,max_cum_gdd1,max_cum_gdd2,max_cum_gdd3,max_cum_gdd4,max_cum_gdd5,max_cum_gdd6,max_cum_gdd7,max_cum_gdd8,max_cum_gdd9,max_cum_prec1,max_cum_prec2,max_cum_prec3,max_cum_prec4,max_cum_prec5,max_cum_prec6,max_cum_prec7,max_cum_prec8,max_cum_prec9,mean_cum_cwb1,mean_cum_cwb2,mean_cum_cwb3,mean_cum_cwb4,mean_cum_cwb5,mean_cum_cwb6,mean_cum_cwb7,mean_cum_cwb8,mean_cum_cwb9,mean_prec1,mean_prec2,mean_prec3,mean_prec4,mean_prec5,mean_prec6,mean_prec7,mean_prec8,mean_prec9,mean_rad1,mean_rad2,mean_rad3,mean_rad4,mean_rad5,mean_rad6,mean_rad7,mean_rad8,mean_rad9,mean_tavg1,mean_tavg2,mean_tavg3,mean_tavg4,mean_tavg5,mean_tavg6,mean_tavg7,mean_tavg8,mean_tavg9,mean_tmax1,mean_tmax2,mean_tmax3,mean_tmax4,mean_tmax5,mean_tmax6,mean_tmax7,mean_tmax8,mean_tmax9,mean_tmin1,mean_tmin2,mean_tmin3,mean_tmin4,mean_tmin5,mean_tmin6,mean_tmin7,mean_tmin8,mean_tmin9,tmin<-2.5p1,tmin<-2.5p2,tmin<-2.5p3,tmin<-2.5p4,tmin<-2.5p5,tmin<-2.5p6,tmin<-2.5p7,tmin<-2.5p8,tmin<-2.5p9,tmax>35p1,tmax>35p2,tmax>35p3,tmax>35p4,tmax>35p5,tmax>35p6,tmax>35p7,tmax>35p8,tmax>35p9,prec<0p1,prec<0p2,prec<0p3,prec<0p4,prec<0p5,prec<0p6,prec<0p7,prec<0p8,prec<0p9,mean_cum_fpar2,mean_cum_fpar3,mean_cum_fpar4,mean_cum_fpar5,mean_cum_fpar6,mean_cum_fpar7,mean_cum_fpar8,mean_cum_fpar9,mean_cum_ndvi2,mean_cum_ndvi3,mean_cum_ndvi4,mean_cum_ndvi5,mean_cum_ndvi6,mean_cum_ndvi7,mean_cum_ndvi8,mean_cum_ndvi9,mean_ssm1,mean_ssm2,mean_ssm3,mean_ssm4,mean_ssm5,mean_ssm6,mean_ssm7,mean_ssm8,mean_ssm9,yield,stage2_tabpfn_base_prediction,stage2_tabpfn_base_prediction_variance,stage2_tabpfn_base_prediction_std,stage2_tabpfn_base_n_repeats,stage2_tabpfn_base_split,stage2_tabpfn_cn_finetuned_prediction,stage2_tabpfn_cn_finetuned_prediction_variance,stage2_tabpfn_cn_finetuned_prediction_std,stage2_tabpfn_cn_finetuned_n_repeats,stage2_tabpfn_cn_finetuned_split
MX01,13.644,1.583,2022,0.0,102.197,345.2,663.559,1066.393,1407.206,1728.69,1913.431,0.0,0.0,0.152,0.189,10.514,18.415,56.422,200.107,310.415,0.0,0.0,-33.065769230769234,-152.75125806451612,-340.72683333333333,-530.2850967741936,-710.9316,-785.957,-813.4323684210526,0.0,0.0,0.0116923076923076,0.0011935483870967,0.3441666666666666,0.2548709677419354,1.2669,4.635,5.805684210526316,0.0,0.0,22878109.846153848,26336532.967741936,27739524.466666665,28472680.774193548,25647063.666666668,25063050.90322581,23876386.0,0.0,0.0,17.861307692307694,17.838806451612903,20.611966666666667,22.994645161290325,21.360433333333333,20.370451612903228,19.72321052631579,0.0,0.0,25.913538461538455,26.36054838709677,28.692366666666665,30.72490322580645,28.445666666666668,27.075161290322583,26.007210526315788,0.0,0.0,9.239,9.115354838709678,12.052466666666668,14.436451612903229,15.2046,14.979548387096774,14.61315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.927,72.08999999999999,138.39966666666666,204.61866666666663,277.29633333333334,371.7706666666666,477.99,0.0,0.403,1.1705,2.048,2.94725,4.02225,5.42525,6.766500000000001,0.0,0.0,3.746,3.1072258064516127,2.880133333333333,2.823677419354839,3.4347,4.566516129032259,4.928789473684211,0.0,2.4944465372804148,3.96122852,0.024718018664957053,0.15721965101397806,5,test,4.006384779999999,0.01933140332651201,0.1390374170017266,5,test
MX02,14.024,1.493,2022,0.0,119.828,424.422,836.853,1368.892,2037.54,2793.105,3061.398,0.0,0.0,0.8109999999999999,1.927,2.0,2.093,5.052,9.098,17.306,0.0,0.0,-42.45347368421053,-160.5794193548387,-343.271,-563.6594193548386,-807.8631,-1059.6305161290322,-1216.7393636363636,0.0,0.0,0.0426842105263157,0.036,0.0024333333333333,0.003,0.0986333333333333,0.130516129032258,0.7461818181818182,0.0,0.0,18594731.63157895,22638599.80645161,27289218.266666666,29828265.93548387,29266891.466666665,27087140.51612903,24493642.90909091,0.0,0.0,16.306736842105266,19.825612903225807,23.7477,27.162548387096773,32.288266666666665,34.373064516129034,34.39027272727273,0.0,0.0,23.999736842105264,27.69193548387097,31.94953333333333,35.41396774193549,40.0801,41.19809677419355,40.06754545454545,0.0,0.0,9.183947368421054,11.938225806451612,15.204833333333331,18.925967741935484,24.3715,27.50132258064516,28.505272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,30.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.53800000000001,188.83066666666664,329.8483333333333,456.526,567.448,665.6233333333333,741.0915,0.0,0.7959999999999999,2.23675,3.652333333333333,4.845750000000001,6.0885,7.27525,8.039,0.0,0.0,1.3701052631578947,1.2212258064516128,1.0711000000000002,0.8047741935483871,0.6932666666666667,0.8440967741935484,1.939636363636364,0.0,11.17360029398625,9.1301944,0.07107702458579994,0.2666027467709212,5,test,9.3267488,0.04661876089232474,0.21591378115424856,5,test
MX03,11.358,1.473,2022,0.0,0.0,242.254,541.525,865.795,1292.388,1814.226,2281.882,0.0,0.0,0.0,0.0289999999999999,0.1699999999999999,0.1979999999999999,6.074,10.693,26.013,0.0,0.0,0.0,-74.79388888888889,-233.7363,-421.4884516129033,-614.9604333333334,-826.2600967741935,-1012.9351923076922,0.0,0.0,0.0,0.001074074074074,0.0047,0.0009032258064516,0.1958666666666666,0.149,0.5892307692307692,0.0,0.0,0.0,25268581.111111112,27448897.933333334,29166064.90322581,27877142.066666663,27174644.0,24952127.0,0.0,0.0,0.0,18.97237037037037,19.9757,20.46032258064516,24.219766666666665,26.83348387096774,27.98676923076923,0.0,0.0,0.0,27.361592592592597,27.64053333333333,27.98764516129032,31.232966666666663,33.69625806451613,34.25269230769231,0.0,0.0,0.0,12.073,13.697466666666664,14.686548387096774,19.137766666666668,21.931548387096772,23.67626923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6155,104.29633333333334,171.74166666666667,234.94866666666667,293.47700000000003,352.142,0.0,0.0,0.5105,1.191,1.8215,2.52075,3.2055,3.806,0.0,0.0,0.0,1.847703703703704,1.7603666666666666,1.605225806451613,1.7735333333333334,1.7784516129032255,2.3495,0.0,8.355411687898089,7.09469684,0.005516155820202973,0.07427082751796275,5,test,7.0807945000000005,0.005005199223135041,0.07074743262575003,5,test
MX04,14.258,1.413,2022,0.0,31.318,556.784,1114.797,1711.377,2234.522,2801.163,3335.48,3504.586,0.0,0.167,16.78,53.981,145.44,260.555,317.975,440.623,499.772,0.0,-7.4205,-93.2618064516129,-271.9684,-437.5455483870968,-463.8804333333334,-570.982870967742,-645.1491935483871,-656.4503,0.0,0.0835,0.5359032258064516,1.240033333333333,2.950290322580645,3.8371666666666666,1.852258064516129,3.9563870967741934,5.9149,0.0,19063845.0,20303185.580645163,22962553.3,22477060.032258064,21392001.4,22657494.25806452,21312333.322580647,19432729.3,0.0,25.659,26.95051612903226,28.60043333333333,29.24451612903226,27.438166666666667,28.27874193548387,27.236032258064515,26.9106,0.0,31.8425,33.70916129032258,35.6635,35.91287096774194,32.82373333333333,33.94680645161291,32.776806451612906,32.397000000000006,0.0,20.534,21.35125806451613,22.99386666666667,24.137451612903224,23.7187,24.24703225806452,23.78003225806452,23.532400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,24.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.21433333333334,280.7453333333333,445.15899999999993,622.9596666666666,817.1819999999999,1022.5186666666668,1167.125,0.0,1.5715,3.697333333333333,5.949999999999999,8.74325,11.7515,14.801,16.786,0.0,5.0065,5.069612903225806,4.829933333333333,4.948290322580645,6.2453666666666665,5.692483870967743,6.236967741935484,6.6472,2.561804428429205,2.34349196,0.011777084844663024,0.10852227810299148,5,test,2.4565148999999997,0.008815034101314992,0.09388841303012312,5,test
MX05,12.134,1.45,2022,0.0,89.85600000000001,337.691,730.364,1249.601,1755.066,2290.682,2548.404,0.0,0.0,1.11,1.882,22.357,38.133,53.683,82.015,125.254,0.0,0.0,-39.59835294117647,-159.7717741935484,-345.49563333333333,-535.1214516129032,-757.0042666666667,-960.6146774193548,-1106.685625,0.0,0.0,0.0652941176470588,0.0249032258064516,0.6825,0.5089032258064516,0.5183333333333333,0.9139354838709678,2.7024375,0.0,0.0,20381690.94117647,24235433.54838709,25069577.866666667,27134760.774193548,27221374.933333334,26384647.29032258,24462600.75,0.0,0.0,15.220705882352942,17.970258064516127,23.0891,26.749580645161288,26.84883333333333,27.27793548387097,26.107625,0.0,0.0,22.96364705882353,25.969645161290323,30.174533333333333,33.69751612903226,33.17896666666667,33.135290322580644,31.669625,0.0,0.0,7.819235294117647,9.840709677419357,15.8397,19.22293548387097,20.312566666666665,21.191709677419357,20.7031875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.508,80.35433333333333,153.456,227.317,312.72066666666666,406.53366666666665,489.441,0.0,0.3775,1.0875,1.902,2.7982500000000003,3.95025,5.21225,6.156499999999999,0.0,0.0,1.8936470588235292,1.2348387096774194,1.5672666666666666,1.9861290322580645,1.9385666666666663,2.213225806451613,2.4123125,0.0,1.774372034882588,2.5940516000000002,0.031015091031395027,0.1761110190516057,5,test,2.6450006000000004,0.04748382088475503,0.21790782657985241,5,test
MX06,13.658,1.435,2022,0.0,165.247,563.868,985.698,1447.681,1876.058,2311.522,2514.268,0.0,0.0,2.092,2.319,3.76,9.498,319.382,664.02,823.207,0.0,0.0,-30.1755,-139.93816129032257,-313.5545666666667,-493.9051935483871,-534.3722333333333,-288.3111935483871,-144.8514,0.0,0.0,0.1743333333333333,0.0073225806451612,0.0480333333333333,0.1850967741935483,10.329466666666669,11.117354838709677,10.612466666666668,0.0,0.0,21736060.33333333,25408203.096774194,26982750.933333334,26938125.16129032,19722607.566666663,19959415.096774194,19422525.73333333,0.0,0.0,23.77058333333333,22.85874193548387,24.061,24.90267741935484,24.27923333333333,24.04722580645161,23.5164,0.0,0.0,31.77958333333333,31.608451612903224,32.22093333333333,32.54516129032258,29.88843333333333,29.32954838709677,28.85846666666667,0.0,0.0,17.868583333333333,16.460806451612903,18.0596,19.338064516129037,20.722266666666663,20.725709677419356,20.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.033,106.14133333333332,201.96766666666667,293.96700000000004,404.76666666666665,570.5563333333333,739.064,0.0,0.68,1.91425,3.244333333333333,4.547000000000001,6.192,8.8785,11.1925,0.0,0.0,4.8027500000000005,4.496645161290323,4.246733333333333,4.171838709677419,5.351266666666667,6.072612903225807,6.350466666666667,0.0,4.111521515812163,4.15591004,0.00788254192043305,0.08878368048483376,5,test,4.20097788,0.0068122258087770626,0.08253620907684737,5,test
MX07,13.185,1.464,2022,0.0,199.63,651.836,1142.602,1643.742,2063.33,2513.173,2587.025,0.0,0.0,3.687,14.762,54.903,202.508,516.023,671.542,678.706,0.0,0.0,-36.2734,-145.16609677419356,-296.3181666666667,-403.9665161290322,-258.3952,-168.8701612903226,-169.14100000000002,0.0,0.0,0.2458,0.357258064516129,1.3380333333333332,4.761451612903225,10.4505,5.016741935483871,1.4328,0.0,0.0,21163576.133333333,22544772.19354839,23751008.4,22237980.870967746,19574758.166666668,21534139.64516129,23559701.2,0.0,0.0,23.308666666666667,24.58729032258065,26.358866666666664,26.1658064516129,23.986266666666666,24.511064516129032,24.7704,0.0,0.0,30.227066666666666,31.618483870967744,33.01626666666667,32.07538709677419,28.63,29.278193548387097,29.7876,0.0,0.0,18.16146666666667,19.102129032258063,20.7984,21.43306451612903,20.828333333333333,20.845290322580645,20.6434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.249,119.549,229.70566666666664,344.357,487.368,663.6743333333333,793.398,0.0,0.729,2.077,3.5636666666666663,5.19775,7.61875,10.51075,12.3,0.0,0.0,4.7714,4.527322580645161,4.423033333333334,4.784645161290323,6.417199999999999,6.17825806451613,5.8672,0.0,1.9771894540975097,2.75832724,0.0003188109680230051,0.017855278435885705,5,test,2.8383609,0.00012840861475000082,0.011331752501268319,5,test
MX08,12.3,1.457,2022,0.0,8.276000000000002,71.808,292.509,642.623,1019.997,1376.202,1516.116,0.0,0.0,0.629,1.911,6.6240000000000006,7.641000000000001,61.573,166.536,209.174,0.0,0.0,-36.13768421052632,-148.67690322580646,-318.8203666666667,-525.3594838709678,-718.7069666666666,-812.1388387096774,-851.645076923077,0.0,0.0,0.0331052631578947,0.0413548387096774,0.1571,0.0328064516129032,1.7977333333333334,3.385903225806451,3.2798461538461536,0.0,0.0,20726488.842105266,24797949.80645161,27945378.066666663,29668499.80645161,26270075.6,24878083.22580645,24856310.769230768,0.0,0.0,8.988894736842104,11.418451612903224,17.3567,21.294,22.57913333333333,21.490483870967743,20.762615384615383,0.0,0.0,17.268473684210527,19.695709677419355,25.432333333333336,29.13625806451613,29.128966666666667,27.758580645161288,26.908846153846152,0.0,0.0,1.704736842105263,3.5608709677419355,8.745000000000001,12.153483870967742,15.691733333333334,15.868451612903227,15.327153846153848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5105,67.70166666666667,120.039,178.93933333333334,269.27733333333333,421.4336666666666,583.5765,0.0,0.421,1.15225,1.912,2.7075,3.85025,5.6842500000000005,7.3665,0.0,0.0,2.189736842105263,1.643967741935484,1.2473666666666667,1.1091290322580647,2.479766666666667,3.2886129032258067,3.4904615384615383,0.0,8.143366518864758,8.1573956,0.03473682170529997,0.18637816853188566,5,test,8.3190626,0.037445483022299886,0.19350835388246132,5,test
MX09,14.612,1.478,2022,0.0,4.275,215.765,465.848,755.523,972.023,1183.654,1386.53,1414.595,0.0,0.0,7.205,27.407,47.669,262.68,553.962,811.586,835.754,0.0,-4.644,-79.58051612903226,-227.1292,-369.9273548387097,-419.0078666666667,-302.1819032258064,-149.70887096774194,-78.38825000000001,0.0,0.0,0.2324193548387096,0.6734000000000001,0.6536129032258065,7.167033333333333,9.396193548387096,8.310451612903227,6.042,0.0,25624994.0,25602433.096774194,25348701.133333333,27211505.16129032,23437285.4,23328044.83870968,21868800.580645163,20212482.5,0.0,14.275,16.82225806451613,18.3361,19.34435483870968,17.216666666666665,16.826806451612903,16.544387096774194,17.01625,0.0,23.17,24.93635483870968,25.498466666666666,26.64851612903226,23.15056666666667,22.415129032258065,21.69316129032258,21.37925,0.0,5.946,8.577483870967741,10.781666666666666,11.721967741935485,12.148866666666668,12.446645161290324,12.249967741935484,12.9655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.01566666666667,92.716,154.161,230.59766666666667,342.1276666666667,486.3876666666667,589.855,0.0,0.675,1.6793333333333331,2.77275,3.933666666666667,5.504333333333332,6.769,0.0,0.0,6.092,5.836612903225807,5.4873,5.155903225806451,5.656766666666667,6.355677419354839,7.061064516129032,7.6035,1.8955312658258368,2.6494652800000003,0.0003365393803120033,0.018345009684162156,5,test,2.61376034,0.0007895479479479902,0.02809889584926764,5,test
MX10,14.562,1.551,2022,0.0,77.207,249.583,535.5649999999999,924.301,1286.425,1626.702,1782.828,0.0,0.0,0.109,0.109,18.585,22.226,90.899,214.73,280.341,0.0,0.0,-36.58557142857143,-158.28161290322583,-343.43756666666667,-534.440129032258,-713.6348999999999,-791.0306774193549,-804.59525,0.0,0.0,0.0077857142857142,0.0,0.6158666666666667,0.1174516129032258,2.2891,3.994548387096774,4.1006875,0.0,0.0,22352196.85714286,26316810.387096774,27856814.53333333,28786148.25806452,25576741.4,24092246.51612903,24014996.375,0.0,0.0,15.514785714285711,15.560516129032257,19.532733333333333,22.539870967741937,22.0708,20.97667741935484,19.757875,0.0,0.0,24.3275,25.42290322580645,28.575666666666667,31.06332258064516,29.0644,27.36125806451613,25.8335,0.0,0.0,7.149214285714286,6.7293548387096775,10.7111,13.574967741935485,15.716333333333331,15.510290322580646,14.6705625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.216,64.18766666666666,131.22633333333334,200.131,271.9546666666667,366.08533333333327,478.1785,0.0,0.396,1.168,2.083666666666667,3.01825,4.12,5.516,6.9190000000000005,0.0,0.0,2.971571428571429,2.491516129032258,2.2442,2.006774193548387,3.1606,3.7903548387096775,4.3099375,0.0,2.889629427069841,5.26715954,0.038017286854902854,0.1949802217018507,5,test,5.34866126,0.03706208173643797,0.19251514677146309,5,test
