row_index,adm_id,year,feature,feature_role,current_value,high_yield_reference,standardized_gap,model_importance,single_feature_yield_potential,stress_score
0,ZA-A1-0001,2022,tmin<5p7,temperature_hazard,12.0,6.0,1.7142857142857142,0.02431037641908708,0.02411055555555386,0.001004805739249415
0,ZA-A1-0001,2022,prec<0.5p7,water_proxy,19.0,17.0,0.5,0.18335275643028912,0.010925555555555633,0.001001615363321692
0,ZA-A1-0001,2022,mean_cum_fpar12,crop_state_indicator,1066.53,1012.1776666666666,1.1800845310984653,0.05359404550190877,0.0033333333333338544,0.00021081834685266572
0,ZA-A1-0001,2022,mean_tavg6,temperature_hazard,12.56,10.082333333333333,1.7537898896950412,0.0021284117418404963,0.05527777777777665,0.00020634016994323657
0,ZA-A1-0001,2022,mean_prec12,water_proxy,2.12748,0.6964400000000001,3.0429266856762354,0.0017464431440159414,0.036121666666666385,0.00019196131710375836
0,ZA-A1-0001,2022,mean_cum_fpar10,crop_state_indicator,789.9313333333333,761.3146666666667,0.7718102469601941,0.09699501932249595,0.0016666666666669272,0.0001247695830286935
0,ZA-A1-0001,2022,mean_cum_fpar7,crop_state_indicator,143.20566666666664,137.29566666666668,0.6641195639959488,0.10738307384572447,0.0016666666666669272,0.00011885866697163078
0,ZA-A1-0001,2022,mean_tavg12,temperature_hazard,18.1126,19.88092,1.2263478369418952,0.003167349771039181,0.030184444444444125,0.00011724460870738095
0,ZA-A1-0001,2022,mean_prec7,water_proxy,1.7686129032258064,2.116741935483871,0.5835090565017571,0.003193726565728196,0.04222222222222349,7.868399805947009e-05
0,ZA-A1-0001,2022,prec<0.5p12,water_proxy,13.0,17.0,1.113486595574453,0.005490765618725696,0.011666111111111377,7.132536574434544e-05
0,ZA-A1-0001,2022,mean_rad12,radiation_hazard,22995390.72,26813414.8,1.8407182454650464,0.007765431824487486,0.004814444444443566,6.881753429265198e-05
0,ZA-A1-0001,2022,mean_tmin12,temperature_hazard,14.1944,14.84024,0.9477549922302095,0.003247200972883574,0.0216666666666665,6.668027021121216e-05
0,ZA-A1-0001,2022,mean_tmin7,temperature_hazard,6.109064516129032,6.892451612903225,1.7154808498616163,0.0012842213229734124,0.02458333333333229,5.415848671089166e-05
0,ZA-A1-0001,2022,mean_cum_ndvi11,crop_state_indicator,10.84725,10.515333333333333,0.7771707317073163,0.013048295963492265,0.004999999999999005,5.070376860739444e-05
0,ZA-A1-0001,2022,mean_cum_fpar9,crop_state_indicator,596.5143333333334,579.0056666666667,0.5823894444786566,0.04890739322780205,0.0016666666666669272,4.747191595473883e-05
0,ZA-A1-0001,2022,mean_rad11,radiation_hazard,24215438.6,25329083.23333333,0.7729641050670764,0.00351780872171493,0.012777777777777999,3.4744565010380237e-05
0,ZA-A1-0001,2022,tmin<5p8,temperature_hazard,6.0,2.0,2.0,0.002217221289576947,0.0066666666666659324,2.9562950527689374e-05
0,ZA-A1-0001,2022,mean_rad9,radiation_hazard,16713204.333333334,17179908.316666666,0.41577617469696,0.009693997688776896,0.005555555555556424,2.239185153645255e-05
0,ZA-A1-0001,2022,mean_tmin6,temperature_hazard,9.4135,6.232,1.9189449529656757,0.0005314070942764241,0.02111055555555552,2.152729822069476e-05
0,ZA-A1-0001,2022,mean_prec10,water_proxy,1.783,1.1991935483870966,0.5717356823065418,0.0013070225758259855,0.02846166666666683,2.1268590753767716e-05
0,ZA-A1-0001,2022,mean_cum_cwb6,water_proxy,12.2245,-1.471,14.951536797038479,0.0011810844494123875,0.0011666666666663161,2.0602198873426262e-05
0,ZA-A1-0001,2022,mean_tmin8,temperature_hazard,6.76858064516129,7.56316129032258,1.0174938554639892,0.0011930077105509022,0.013888888888887507,1.685941687509144e-05
0,ZA-A1-0001,2022,prec<0.5p9,water_proxy,19.0,18.0,0.3342186823915959,0.0061467741823143665,0.007221666666666238,1.4835952010813038e-05
