adm_id,year,feature,feature_role,from_value,to_value,predicted_increment
ZA-A1-0001,2022,mean_prec12,water_proxy,2.12748,1.4119599999999999,0.01222166666666702
ZA-A1-0001,2022,prec<0.5p12,water_proxy,13.0,15.0,0.006666111111110595
ZA-A1-0002,2022,mean_ssm1,water_proxy,5.08216,4.872415,0.01540722222222346
ZA-A1-0002,2022,max_cum_prec1,water_proxy,636.91,551.2985,0.007861666666666878
ZA-A1-0002,2022,max_cum_prec9,water_proxy,109.725,88.12025,0.002592222222222773
ZA-A1-0002,2022,mean_cum_cwb9,water_proxy,-88.6786,-105.46406666666667,0.009738333333333848
ZA-A1-0003,2022,mean_prec8,water_proxy,0.9636774193548386,0.5263870967741935,0.028061111111110648
ZA-A1-0003,2022,max_cum_prec9,water_proxy,35.356,23.935000000000002,0.12933999999999735
ZA-A1-0003,2022,mean_cum_cwb9,water_proxy,-209.8318333333333,-220.69878333333332,0.0368844444444445
ZA-A1-0003,2022,prec<0.5p12,water_proxy,8.0,13.5,0.04998388888888883
ZA-A1-0003,2022,max_cum_prec8,water_proxy,29.914,17.102,0.02341777777777665
ZA-A1-0004,2022,max_cum_prec9,water_proxy,56.915,35.265,0.020063333333334654
ZA-A1-0004,2022,mean_prec8,water_proxy,1.0207741935483872,0.5624677419354839,0.0024055555555539954
ZA-A1-0004,2022,max_cum_prec8,water_proxy,31.644,17.4365,0.005782777777778136
ZA-A1-0004,2022,mean_cum_cwb8,water_proxy,-39.92774193548387,-48.18748387096774,0.011013333333335318
ZA-A1-0005,2022,mean_cum_cwb9,water_proxy,-66.61113333333334,-101.31697499999999,0.01594777777778056
ZA-A1-0005,2022,max_cum_prec9,water_proxy,121.324,86.824,0.0039183333333312476
ZA-A1-0005,2022,mean_prec11,water_proxy,3.374,3.9451833333333335,0.004808333333333081
ZA-A1-0005,2022,max_cum_prec1,water_proxy,712.721,595.8148000000001,0.0016600000000002169
ZA-A1-0006,2022,max_cum_prec9,water_proxy,20.466,12.803,0.08946222222222389
ZA-A1-0006,2022,prec<0.5p8,water_proxy,26.0,28.5,0.041818333333332625
ZA-A1-0006,2022,mean_prec8,water_proxy,0.3397096774193548,0.18090322580645155,0.027080555555555996
ZA-A1-0006,2022,max_cum_prec8,water_proxy,10.531,5.6080000000000005,0.01994499999999988
ZA-A1-0006,2022,prec<0.5p9,water_proxy,24.0,26.0,0.03014833333333211
ZA-A1-0007,2022,mean_prec12,water_proxy,7.747838709677419,5.753693548387097,0.006252777777778995
ZA-A1-0007,2022,prec<0.5p8,water_proxy,27.0,29.0,0.005729444444441789
ZA-A1-0007,2022,mean_prec11,water_proxy,2.965233333333333,3.763983333333333,0.009441666666667459
ZA-A1-0007,2022,max_cum_prec1,water_proxy,530.922,497.8085,0.0015583333333335503
ZA-A1-0007,2022,mean_cum_cwb1,water_proxy,-385.5639230769231,-448.39825,0.006830555555556117
ZA-A1-0008,2022,mean_prec8,water_proxy,0.2768214285714285,0.17716071428571425,0.01255222222222141
ZA-A1-0008,2022,mean_prec12,water_proxy,8.429387096774192,5.906454838709679,0.007101111111111003
ZA-A1-0008,2022,max_cum_prec1,water_proxy,617.882,541.7445,0.013270000000000337
ZA-A1-0008,2022,mean_ssm12,water_proxy,5.993193548387096,5.522803225806452,0.01102888888888831
ZA-A1-0008,2022,max_cum_prec8,water_proxy,7.750999999999999,4.9605,0.003307777777776799
ZA-A1-0009,2022,mean_ssm12,water_proxy,4.44341935483871,4.102,0.0024083333333333456
ZA-A1-0009,2022,prec<0.5p10,water_proxy,14.0,17.5,0.005772777777778515
ZA-A1-0009,2022,mean_prec1,water_proxy,2.599629629629629,3.4275555555555552,0.023458888888886698
ZA-A1-0009,2022,mean_ssm11,water_proxy,3.3822666666666668,3.249616666666667,1.7763568394002505e-15
ZA-A1-0009,2022,max_cum_prec12,water_proxy,278.433,250.238,0.03410166666666736
