adm_id,year,feature,feature_role,from_value,to_value,predicted_increment
MX01,2022,mean_cum_cwb5,water_proxy,-530.2850967741936,-492.572664516129,0.032533799647095574
MX01,2022,mean_cum_cwb3,water_proxy,-152.75125806451612,-136.58096774193547,0.003601666666666059
MX02,2022,mean_cum_cwb2,water_proxy,-42.45347368421053,-33.481336842105264,0.053276727064929474
MX02,2022,mean_cum_cwb6,water_proxy,-807.8631,-675.65864,0.049544893364620535
MX02,2022,mean_cum_cwb5,water_proxy,-563.6594193548386,-492.572664516129,0.055718799647092254
MX02,2022,mean_cum_cwb4,water_proxy,-343.271,-309.5016733333333,0.011919444444444594
MX02,2022,mean_ssm3,water_proxy,1.2212258064516128,2.983058064516129,0.0531083333333342
MX03,2022,mean_cum_cwb2,water_proxy,0.0,-12.2546,0.02208681307429483
MX03,2022,mean_ssm2,water_proxy,0.0,3.067927450980392,0.10398378225351212
MX03,2022,mean_ssm3,water_proxy,1.847703703703704,2.983058064516129,0.047624999999997364
MX03,2022,mean_cum_cwb4,water_proxy,-233.7363,-258.2552833333333,0.018365448920182104
MX03,2022,max_cum_prec4,water_proxy,0.1699999999999999,8.397,0.014618184975989656
MX04,2022,mean_prec5,water_proxy,2.950290322580645,1.5043870967741935,0.08940166666666727
MX04,2022,max_cum_prec6,water_proxy,260.555,155.63,0.3675053540262967
MX04,2022,max_cum_prec5,water_proxy,145.44,84.108,0.27592611111111065
MX04,2022,mean_cum_cwb6,water_proxy,-463.8804333333334,-542.51045,0.3149172222222214
MX04,2022,mean_ssm5,water_proxy,4.948290322580645,3.640306451612903,0.03534944444444399
MX05,2022,mean_cum_cwb6,water_proxy,-757.0042666666667,-675.65864,0.07828924276941152
MX05,2022,mean_cum_cwb2,water_proxy,-39.59835294117647,-32.05377647058823,0.1256179171048286
MX05,2022,mean_cum_cwb5,water_proxy,-535.1214516129032,-492.572664516129,0.07028773154066581
MX06,2022,max_cum_prec6,water_proxy,319.382,185.0435,0.06496546631376177
MX06,2022,mean_ssm5,water_proxy,4.171838709677419,3.25208064516129,0.08541096855162689
MX06,2022,mean_cum_cwb6,water_proxy,-534.3722333333333,-577.7563499999999,0.17196122045769524
MX06,2022,mean_prec6,water_proxy,10.329466666666669,5.814933333333334,0.0267672222222215
MX07,2022,max_cum_prec6,water_proxy,516.023,283.36400000000003,0.015528888888888925
MX07,2022,mean_prec5,water_proxy,4.761451612903225,2.4099677419354837,0.006636666666665736
MX07,2022,mean_ssm5,water_proxy,4.784645161290323,3.5584838709677418,0.057325310875841584
MX07,2022,max_cum_prec5,water_proxy,202.508,112.64200000000001,0.007204444444444125
MX08,2022,mean_cum_cwb2,water_proxy,-36.13768421052632,-30.323442105263158,0.44022678341799093
MX08,2022,mean_cum_cwb6,water_proxy,-718.7069666666666,-669.9237166666667,0.0679456544433572
MX08,2022,mean_cum_cwb5,water_proxy,-525.3594838709678,-491.4916451612903,0.12589878933408816
MX08,2022,mean_cum_cwb4,water_proxy,-318.8203666666667,-300.7973166666667,0.0594925227850549
MX08,2022,mean_cum_cwb3,water_proxy,-148.67690322580646,-134.54379032258066,0.017581057793423227
MX09,2022,max_cum_prec6,water_proxy,262.68,156.6925,0.17403616134214506
MX09,2022,mean_cum_cwb6,water_proxy,-419.0078666666667,-520.0741666666667,0.12095466028062818
MX09,2022,mean_cum_cwb5,water_proxy,-369.9273548387097,-413.7755806451613,0.043441666666665046
MX09,2022,mean_ssm4,water_proxy,5.4873,4.041683333333333,0.009683333333334154
MX10,2022,mean_cum_cwb2,water_proxy,-36.58557142857143,-30.547385714285713,0.285811353841106
MX10,2022,mean_cum_cwb6,water_proxy,-713.6348999999999,-667.3876833333333,0.045194745007277604
MX10,2022,mean_cum_cwb5,water_proxy,-534.440129032258,-492.572664516129,0.05633652410718337
MX11,2022,mean_prec4,water_proxy,0.3066666666666666,0.16714999999999994,0.013299755320286266
MX11,2022,mean_ssm5,water_proxy,3.773290322580645,3.052806451612903,0.0414172653726812
MX12,2022,max_cum_prec6,water_proxy,232.902,141.80349999999999,0.3978830985911741
MX12,2022,mean_ssm5,water_proxy,4.288290322580646,3.3103064516129033,0.11028751005239679
MX12,2022,mean_cum_cwb6,water_proxy,-537.829,-579.4847333333332,0.18912279788256736
MX12,2022,mean_ssm6,water_proxy,6.636333333333334,4.8032666666666675,0.028432777777776863
MX12,2022,mean_ssm4,water_proxy,4.436933333333333,3.5164999999999997,0.03645102186931792
MX13,2022,mean_ssm9,water_proxy,5.0432500000000005,1.8216999999999934,0.0006816666666678017
MX13,2022,mean_cum_cwb6,water_proxy,-505.8303666666667,-563.4854166666667,0.05598948759490341
MX13,2022,mean_ssm5,water_proxy,3.4216129032258067,2.8769677419354838,0.02435222222222233
MX13,2022,max_cum_prec6,water_proxy,129.563,90.13399999999999,0.04439333333333284
MX13,2022,mean_prec4,water_proxy,0.6224000000000001,0.3250166666666667,0.010617777777777171
MX14,2022,mean_prec8,water_proxy,7.182666666666666,5.767198717948718,0.015532533098063794
MX15,2022,max_cum_prec6,water_proxy,266.252,158.4785,0.194844441357791
MX15,2022,mean_cum_cwb6,water_proxy,-391.45790000000005,-506.2991833333333,0.1288089492871527
MX15,2022,mean_ssm5,water_proxy,4.436129032258065,3.384225806451613,0.034401577424872265
MX15,2022,mean_prec5,water_proxy,1.074258064516129,0.5663709677419355,0.12559516380121183
MX15,2022,max_cum_prec5,water_proxy,84.31,53.543,0.02769514964005726
MX16,2022,max_cum_prec6,water_proxy,200.625,125.66499999999999,0.25233196006502556
MX16,2022,mean_cum_cwb6,water_proxy,-542.3021,-581.7212833333333,0.12621414787553142
MX16,2022,mean_ssm5,water_proxy,3.520741935483871,2.926532258064516,0.04423373345097126
MX16,2022,mean_ssm4,water_proxy,3.8016666666666663,3.1988666666666665,0.0035288888888880265
MX16,2022,mean_prec8,water_proxy,7.29364,5.822685384615385,0.026114660280629032
MX17,2022,max_cum_prec6,water_proxy,278.044,164.37449999999998,0.14142437530743868
MX17,2022,mean_cum_cwb6,water_proxy,-444.8718666666667,-533.0061666666667,0.11832124350336093
MX17,2022,mean_ssm5,water_proxy,4.631161290322581,3.481741935483871,0.05303204373863313
MX17,2022,mean_prec5,water_proxy,1.300258064516129,0.6793709677419355,0.013213025168697712
MX17,2022,mean_prec4,water_proxy,1.3469,0.6872666666666667,0.014999444444443455
MX18,2022,max_cum_prec6,water_proxy,194.007,122.356,0.36289227967961324
MX18,2022,mean_cum_cwb6,water_proxy,-564.8489333333333,-592.9947,0.14244053250988653
