row_index,adm_id,year,feature,feature_role,current_value,high_yield_reference,standardized_gap,model_importance,single_feature_yield_potential,stress_score
0,CN011,2022,median_cum_ndvi7,crop_state_indicator,8.2285,7.8605,6.352779833074623,0.010613191125204013,0.004993333333333183,0.0003366668442801712
0,CN011,2022,median_ssm3,water_proxy,3.842,3.164,0.992620486901494,0.0071562452918568316,0.026930555555555458,0.00019129946937685412
0,CN011,2022,mean_prec6,water_proxy,3.732133333333333,1.4055,6.0835877232235305,0.003113636652930548,0.008726111111110768,0.00016529070973258443
0,CN011,2022,median_cum_fpar5,crop_state_indicator,241.033,225.59,1.4807633583480941,0.026386783291556602,0.0039916666666659495,0.00015596472252251683
0,CN011,2022,median_ssm2,water_proxy,3.9335,2.908,1.394032570912819,0.010521397984584116,0.010389444444444784,0.00015238376326986953
0,CN011,2022,median_ssm6,water_proxy,3.774,3.18,1.4803415553248622,0.009542813760843922,0.0072694444444447726,0.00010269270664653698
0,CN011,2022,mean_cum_cwb7,water_proxy,-326.2236923076923,-426.7584166666666,1.908603175752039,0.0026565036270641633,0.012115000000000542,6.142560940292674e-05
0,CN011,2022,mean_rad3,radiation_hazard,15870369.016129032,17446731.16129032,1.4479584481502714,0.003689253097174834,0.004853333333333154,2.5925949452645218e-05
0,CN011,2022,mean_tmin6,temperature_hazard,17.442166666666665,17.9109,0.7407347588257244,0.00703442865713348,0.00436388888888839,2.2738679375219386e-05
0,CN011,2022,mean_tmax4,temperature_hazard,19.701833333333333,18.59423333333333,2.7341021276302175,0.002222754109759404,0.003183888888888653,1.934924653383514e-05
0,CN011,2022,mean_rad4,radiation_hazard,21090152.366666667,19515624.716666665,1.1379214317389241,0.004254410752508111,0.003849999999999021,1.8638562922588345e-05
0,CN011,2022,max_cum_prec4,water_proxy,41.967,56.111,2.245087765083316,0.0031848697913464796,0.0025622222222212443,1.8320688819618688e-05
0,CN011,2022,max_cum_prec6,water_proxy,167.529,120.322,5.121611843263141,0.0032265891792524035,0.0006750000000010914,1.1154602713835606e-05
0,CN011,2022,mean_prec4,water_proxy,0.2997666666666667,0.6365999999999999,0.564796645816433,0.001937103576162083,0.005226666666667157,5.7183371219581605e-06
0,CN011,2022,mean_prec3,water_proxy,0.8765161290322581,0.6126451612903226,0.9430693420907471,0.0015291051904745782,0.0028594444444447475,4.123468226144543e-06
0,CN011,2022,median_cum_ndvi2,crop_state_indicator,0.473,0.484,0.5490856186527714,0.04350389603084349,0.0001683333333328818,4.0210395504159735e-06
