adm_id,year,feature,feature_role,from_value,to_value,predicted_increment
CN011,2022,median_ssm2,water_proxy,3.9335,3.62585,0.010389444444444784
CN011,2022,mean_cum_cwb7,water_proxy,-326.2236923076923,-356.3841096153846,0.009478333333333921
CN012,2022,mean_prec6,water_proxy,3.4498,2.7387200000000003,0.006692777777778325
CN012,2022,median_ssm2,water_proxy,4.314,3.9069,0.0017088888888885378
CN012,2022,max_cum_prec6,water_proxy,159.006,149.2443,0.002175555555555597
CN012,2022,prec<6.425p3,water_proxy,31.0,30.7,0.0007299999999990092
CN013,2022,mean_prec6,water_proxy,3.6742666666666666,3.0370766666666666,0.000600000000000378
CN013,2022,median_ssm2,water_proxy,4.139,3.7880000000000003,0.013785555555556606
CN014,2022,mean_cum_cwb3,water_proxy,-64.9738064516129,-68.77298709677419,0.004516666666665614
CN014,2022,mean_cum_cwb2,water_proxy,-13.758919999999998,-15.33026323076923,0.0029672222222236755
CN014,2022,max_cum_prec3,water_proxy,27.416,24.3902,0.0029238888888869496
CN014,2022,prec<6.425p5,water_proxy,27.0,27.3,1.7763568394002505e-15
CN015,2022,median_ssm4,water_proxy,4.032,3.8763,0.002704999999998847
CN015,2022,mean_cum_cwb2,water_proxy,-8.634217391304347,-9.56771304347826,0.0024738888888897748
CN015,2022,max_cum_prec5,water_proxy,63.957,80.066,0.00320499999999857
CN021,2022,max_cum_prec3,water_proxy,40.7,34.4615,0.008718888888887832
CN021,2022,mean_prec4,water_proxy,0.4748,0.7286900000000001,8.881784197001252e-16
CN021,2022,mean_prec3,water_proxy,1.165225806451613,0.9750451612903226,0.008582777777776052
CN022,2022,prec<6.425p6,water_proxy,18.0,19.2,0.02382333333333264
CN022,2022,median_ssm4,water_proxy,5.372999999999999,5.2395,8.881784197001252e-16
CN022,2022,median_ssm3,water_proxy,5.575,5.4688,0.0011383333333334633
CN022,2022,max_cum_prec7,water_proxy,446.753,420.4061,0.004336666666666211
CN023,2022,max_cum_prec6,water_proxy,236.723,245.4983,0.006581666666663821
CN023,2022,mean_cum_cwb7,water_proxy,-187.4416666666667,-180.5504416666667,1.7763568394002505e-15
